NG 2-on-1 Combined Cycle (F-Frame),NG Combustion Turbine (F-Frame),Land-Based Wind - Class 1 - Technology 1,Utility PV - Class 1,Utility-Scale Battery Storage - 8Hr
0.0,0.0,0.0,0.0,1673.086078125
0.0,0.0,0.0,0.0,1676.7635156250003
0.0,0.0,0.0,0.0,1690.55480859375
0.0,8.526795578132518,0.0,0.0,1712.7071848906176
0.0,0.0,0.0,0.0,1765.85204296875
0.0,0.0,0.0,0.0,1805.4028007812503
0.0,0.0,0.0,0.0,1823.58502734375
0.0,0.0,0.0,0.0,1841.87579296875
0.0,0.0,0.0,0.0,1851.80260546875
0.0,0.0,0.0,0.0,1839.0661523437504
1811.33609765625,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1766.3368593750004
0.0,0.0,0.0,0.0,1720.4756249999998
0.0,0.0,0.0,0.0,1685.9679375
0.0,0.0,0.0,0.0,1677.49737890625
0.0,0.0,0.0,0.0,1718.41763671875
0.0,0.0,0.0,0.0,1839.1420781250001
0.0,1888.52490234375,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1891.04347265625
0.0,0.0,0.0,0.0,1883.6539218750002
0.0,0.0,0.0,0.0,1837.5826992187497
0.0,0.0,0.0,0.0,1772.46183984375
0.0,0.0,0.0,0.0,1715.5204687500004
0.0,0.0,0.0,0.0,1679.25669140625
0.0,0.0,0.0,0.0,1661.93762109375
0.0,0.0,0.0,0.0,1658.09015625
0.0,0.0,0.0,0.0,1670.2714101562503
0.0,0.0,0.0,0.0,1713.136734375
0.0,0.0,0.0,0.0,1797.1182539062504
0.0,0.0,0.0,0.0,1881.4589062500002
0.0,0.0,0.0,0.0,1914.6667031250004
0.0,0.0,0.0,0.0,1934.22139453125
0.0,0.0,0.0,0.0,1950.34060546875
0.0,0.0,0.0,0.0,1949.7544687500003
0.0,0.0,0.0,0.0,1927.6608398437495
0.0,0.0,0.0,0.0,1903.15576171875
0.0,0.0,0.0,0.0,1885.48941796875
0.0,0.0,0.0,0.0,1878.736921875
0.0,0.0,0.0,0.0,1889.18000390625
0.0,0.0,0.0,0.0,1930.2951679687503
0.0,0.0,0.0,0.0,2020.49267578125
0.0,0.0,0.0,0.0,2046.2120507812501
0.0,0.0,0.0,0.0,2033.3760820312498
0.0,0.0,0.0,0.0,2000.9675039062502
0.0,0.0,0.0,0.0,1934.5957382812499
0.0,0.0,0.0,0.0,0.0
0.0,625.8748483276977,0.0,0.0,0.0
0.0,1775.712984375,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1772.4733125
0.0,0.0,0.0,0.0,1786.8695625000005
0.0,0.0,0.0,0.0,1817.2343320312498
0.0,0.0,0.0,0.0,1873.30210546875
0.0,0.0,0.0,0.0,1973.2035468750003
0.0,0.0,0.0,0.0,2065.5510820312497
0.0,0.0,0.0,0.0,2063.398734375
